md,GR
2759,33.411
2759.5,31.886
2760,31.509
2760.5,31.962
2761,33.596
2761.5,35.258
2762,36.962
2762.5,38.115
2763,37.809
2763.5,36.478
2764,35.745
2764.5,39.624
2765,47.38
2765.5,64.935
2766,90.77
2766.5,95.423
2767,103.419
2767.5,110.669
2768,116.271
2768.5,121.625
2769,122.099
2769.5,121.883
2770,119.924
2770.5,107.329
2771,106.785
2771.5,109.14
2772,112.689
2772.5,113.028
2773,108.877
2773.5,104.902
2774,100.928
2774.5,97.061
2775,93.463
2775.5,88.576
2776,80.322
2776.5,79.922
2777,84.519
2777.5,86.293
2778,86.159
2778.5,84.546
2779,80.084
2779.5,78.775
2780,78.748
2780.5,79.592
2781,82.25
2781.5,86.287
2782,90.463
2782.5,89.473
2783,87.808
2783.5,87.272
2784,88.193
2784.5,93.259
2785,93.092
2785.5,92.768
2786,91.698
2786.5,90.329
2787,88.959
2787.5,87.59
2788,81.025
2788.5,79.336
2789,80.268
2789.5,84.376
2790,87.104
2790.5,88.013
2791,86.651
2791.5,83.993
2792,81.335
2792.5,78.993
2793,77.868
2793.5,77.545
2794,77.326
2794.5,77.326
2795,78.093
2795.5,78.959
2796,79.826
2796.5,80.692
2797,82.134
2797.5,86.05
2798,87.251
2798.5,87.336
2799,87.31
2799.5,87.189
2800,86.722
2800.5,86.172
2801,85.672
2801.5,85.538
2802,88.424
2802.5,88.261
2803,86.581
2803.5,83.747
2804,79.226
2804.5,77.284
2805,76.974
2805.5,76.664
2806,77.07
2806.5,79.796
2807,82.617
2807.5,86.897
2808,86.9
2808.5,84.279
2809,80.548
2809.5,76.817
2810,73.778
2810.5,73.415
2811,74.112
2811.5,76.175
2812,80.1
2812.5,84.552
2813,86.307
2813.5,86.059
2814,83.988
2814.5,82.386
2815,82.755
2815.5,84.055
2816,85.647
2816.5,86.681
2817,83.234
2817.5,78.702
2818,74.277
2818.5,74.062
2819,74.162
2819.5,74.724
2820,76.785
2820.5,78.845
2821,80.906
2821.5,82.327
2822,82.156
2822.5,79.784
2823,77.158
2823.5,76.362
2824,75.565
2824.5,74.769
2825,75.747
2825.5,76.702
2826,81.627
2826.5,81.888
2827,79.128
2827.5,76.513
2828,70.167
2828.5,69.895
2829,69.905
2829.5,71.178
2830,75.37
2830.5,74.992
2831,73.983
2831.5,73.502
2832,73.268
2832.5,74.39
2833,76.091
2833.5,78.171
2834,81.971
2834.5,83.331
2835,83.224
2835.5,81.607
2836,79.374
2836.5,77.411
2837,76.245
2837.5,74.585
2838,71.342
2838.5,68.265
2839,66.201
2839.5,65.977
2840,66.743
2840.5,70.102
2841,73.53
2841.5,73.995
2842,73.129
2842.5,72.046
2843,72.096
2843.5,73.292
2844,75.882
2844.5,78.6
2845,82.529
2845.5,83.916
2846,84.647
2846.5,85.278
2847,86.524
2847.5,88.327
2848,88.604
2848.5,85.748
2849,83.806
2849.5,83.206
2850,83.207
2850.5,84.022
2851,84.483
2851.5,84.37
2852,83.484
2852.5,80.377
2853,79.276
2853.5,82.022
2854,86.087
2854.5,89.246
2855,90.8
2855.5,87.311
2856,85.008
2856.5,83.372
2857,82.131
2857.5,81.99
2858,82.682
2858.5,87.806
2859,88.849
2859.5,86.589
2860,79.365
2860.5,77.234
2861,76.988
2861.5,81.064
2862,85.578
2862.5,90.614
2863,90.903
2863.5,88.151
2864,87.336
2864.5,87.293
2865,88.483
2865.5,89.651
2866,90.82
2866.5,93.925
2867,97.691
2867.5,101.559
2868,101.69
2868.5,98.911
2869,96.397
2869.5,95.31
2870,96.361
2870.5,98.161
2871,98.195
2871.5,94.666
2872,92.018
2872.5,89.799
2873,89.438
2873.5,89.613
2874,93.603
2874.5,96
2875,97.146
2875.5,98.077
2876,98.056
2876.5,93.909
2877,92.58
2877.5,92.285
2878,93.453
2878.5,96.418
2879,97.805
2879.5,98.055
2880,91.478
2880.5,85.946
2881,85.746
2881.5,87.688
2882,89.548
2882.5,88.728
2883,81.522
2883.5,81.092
2884,82.884
2884.5,86.03
2885,87.51
2885.5,86.735
2886,86.737
2886.5,92.794
2887,95.765
2887.5,97.23
2888,98.311
2888.5,98.997
2889,99.184
2889.5,98.605
2890,85.1
2890.5,84.941
2891,86.585
2891.5,88.658
2892,90.758
2892.5,95.326
2893,98.156
2893.5,99.362
2894,97.521
2894.5,94.939
2895,90.634
2895.5,85.177
2896,82.089
2896.5,82.127
2897,85.016
2897.5,87.754
2898,87.588
2898.5,82.997
2899,82.303
2899.5,82.515
2900,85.693
2900.5,88.74
2901,92.93
2901.5,95.808
2902,96.564
2902.5,97.061
2903,97.657
2903.5,99.802
2904,100.702
2904.5,100.782
2905,98.309
2905.5,95.175
2906,93.453
2906.5,92.254
2907,91.462
2907.5,92.505
2908,95.675
2908.5,102.861
2909,101.54
2909.5,99.138
2910,97.479
2910.5,105.097
2911,103.766
2911.5,102.243
2912,101.818
2912.5,101.638
2913,104.211
2913.5,104.169
2914,103.276
2914.5,99.852
2915,95.157
2915.5,87.181
2916,87.524
2916.5,88.906
2917,90.288
2917.5,93.644
2918,93.951
2918.5,92.409
2919,90.574
2919.5,88.61
2920,86.646
2920.5,84.683
2921,83.795
2921.5,84.075
2922,84.479
2922.5,86.64
2923,87.916
2923.5,88.225
2924,86.259
2924.5,85.556
2925,86.226
2925.5,86.985
2926,87.178
2926.5,87.125
2927,87.454
2927.5,90.186
2928,90.484
2928.5,92.215
2929,95.327
2929.5,95.918
2930,95.268
2930.5,93.505
2931,91.006
2931.5,90.122
2932,89.351
2932.5,89.676
2933,91.587
2933.5,94.217
2934,96.486
2934.5,100.499
2935,102.836
2935.5,103.058
2936,98.793
2936.5,88.833
2937,80.196
2937.5,63.225
2938,47.7
2938.5,45.673
2939,46.258
2939.5,48.297
2940,50.434
2940.5,50.018
2941,47.654
2941.5,46.601
2942,46.085
2942.5,46.074
2943,48.895
2943.5,56.311
2944,64.057
2944.5,77.881
2945,82.442
2945.5,90.643
2946,93.708
2946.5,96.65
2947,98.877
2947.5,100.6
2948,97.582
2948.5,95.298
2949,94.983
2949.5,97.28
2950,104.353
2950.5,104.801
2951,103.37
2951.5,99.912
2952,99.026
2952.5,98.521
2953,98.016
2953.5,97.261
2954,96.064
2954.5,95.874
2955,97.335
2955.5,104.5
2956,110.944
2956.5,118.816
2957,126.689
2957.5,128.007
2958,125.95
2958.5,122.201
2959,118.452
2959.5,114.704
2960,110.955
2960.5,108.664
2961,108.534
2961.5,110.149
2962,112.196
2962.5,114.243
2963,119.317
2963.5,122.912
2964,121.385
2964.5,120.866
2965,127.035
2965.5,142.529
2966,142.573
2966.5,136.425
2967,133.873
2967.5,143.827
2968,153.73
2968.5,175.288
2969,194.234
2969.5,196.28
2970,191.704
2970.5,163.131
2971,139.351
2971.5,116.915
2972,99.53
2972.5,82.144
2973,74.761
2973.5,72.268
2974,72.209
2974.5,72.324
2975,72.54
2975.5,72.894
2976,73.584
2976.5,73.875
2977,73.222
2977.5,71.611
2978,71.136
2978.5,70.675
2979,71.639
2979.5,73.856
2980,76.073
2980.5,78.29
2981,80.507
2981.5,82.724
2982,84.941
2982.5,86.079
2983,86.344
2983.5,86.322
2984,86.3
2984.5,86.311
2985,86.414
2985.5,89.745
2986,93.276
2986.5,94.103
2987,94.009
2987.5,92.98
2988,91.663
2988.5,90.345
2989,88.787
2989.5,86.798
2990,85.52
2990.5,86.877
2991,89.309
2991.5,91.959
2992,94.61
2992.5,97.261
2993,99.911
2993.5,101.403
2994,99.024
2994.5,93.568
2995,87.756
2995.5,88.237
2996,89.653
2996.5,90.005
2997,89.595
2997.5,89.212
2998,88.84
2998.5,89.236
2999,90.767
2999.5,93.05
3000,92.679
3000.5,90.898
3001,89.947
3001.5,89.943
3002,91.331
3002.5,93.182
3003,94.622
3003.5,96.005
3004,97.214
3004.5,97.214
3005,95.88
3005.5,93.807
3006,90.803
3006.5,89.641
3007,89.021
3007.5,89.965
3008,90.909
3008.5,91.854
3009,93.031
3009.5,94.971
3010,96.764
3010.5,98.407
3011,99.922
3011.5,101.436
3012,102.598
3012.5,102.817
3013,101.746
3013.5,99.558
3014,99.558
3014.5,102.455
3015,103.334
3015.5,102.452
3016,99.917
3016.5,97.734
3017,97.245
3017.5,98.923
3018,102.855
3018.5,106.787
3019,110.022
3019.5,106.162
3020,95.039
3020.5,83.915
3021,80.614
3021.5,81.187
3022,82.836
3022.5,84.499
3023,92.862
3023.5,98.071
3024,99.021
3024.5,99.934
3025,103.114
3025.5,107.507
3026,108.541
3026.5,108.178
3027,103.068
3027.5,102.664
3028,102.335
3028.5,102.383
3029,102.487
3029.5,101.524
3030,91.841
3030.5,80.517
3031,79.71
3031.5,82.942
3032,86.652
3032.5,87.9
3033,87.777
3033.5,87.175
3034,85.595
3034.5,84.017
3035,83.145
3035.5,85.222
3036,87.474
3036.5,90.334
3037,91.375
3037.5,91.698
3038,91.62
3038.5,91.042
3039,89.853
3039.5,83.309
3040,76.418
3040.5,77.071
3041,83.609
3041.5,87.934
3042,88.894
3042.5,89.712
3043,90.53
3043.5,91.468
3044,93.603
3044.5,96.099
3045,96.587
3045.5,94.892
3046,91.094
3046.5,90.387
3047,94.816
3047.5,99.541
3048,99.356
3048.5,98.691
3049,97.848
3049.5,97.711
3050,100.037
3050.5,103.706
3051,104.148
3051.5,100.934
3052,97.721
3052.5,97
3053,98.172
3053.5,100.428
3054,100.909
3054.5,100.111
3055,96.711
3055.5,92.9
3056,92.946
3056.5,95.009
3057,99.061
3057.5,101.302
3058,98.453
3058.5,94.416
3059,89.819
3059.5,83.319
3060,76.818
3060.5,70.318
3061,60.401
3061.5,59.722
3062,59.832
3062.5,60.406
3063,61.459
3063.5,62.749
3064,63.697
3064.5,64.421
3065,65.131
3065.5,66.039
3066,68.608
3066.5,75.171
3067,83.554
3067.5,85.291
3068,81.88
3068.5,77.26
3069,67.231
3069.5,66.609
3070,67.817
3070.5,71.449
3071,75.359
3071.5,79.344
3072,88.023
3072.5,89.241
3073,89.397
3073.5,89.009
3074,87.936
3074.5,86.722
3075,85.446
3075.5,86.098
3076,91.058
3076.5,93.304
3077,96.308
3077.5,98.375
3078,98.954
3078.5,99.04
3079,95.913
3079.5,91.442
3080,90.379
3080.5,90.725
3081,91.56
3081.5,94.584
3082,97.141
3082.5,102.617
3083,102.338
3083.5,101.323
3084,101.663
3084.5,103.404
3085,106.186
3085.5,113.635
3086,113.513
3086.5,109.497
3087,105.379
3087.5,104.463
3088,111.633
3088.5,111.752
3089,108.487
3089.5,107.79
3090,111.237
3090.5,113.867
3091,116.497
3091.5,121.608
3092,125.965
3092.5,128.231
3093,131.277
3093.5,134.302
3094,138.452
3094.5,148.361
3095,154.552
3095.5,160.104
3096,160.319
3096.5,159.513
3097,147.881
3097.5,144.952
3098,107.645
3098.5,95.013
3099,75.74
3099.5,75.537
3100,77.073
3100.5,78.696
3101,80.35
3101.5,81.721
3102,80.456
3102.5,75.681
3103,71.207
3103.5,71.786
3104,74.233
3104.5,82.557
3105,81.874
3105.5,72.834
3106,64.968
3106.5,54.093
3107,45.885
3107.5,34.897
3108,34.48
3108.5,36.803
3109,42.15
3109.5,46.723
3110,45.566
3110.5,42.115
3111,41.181
3111.5,41.691
3112,44.175
3112.5,51.815
3113,52.806
3113.5,50.01
3114,46.216
3114.5,46.314
3115,51.143
3115.5,56.249
3116,57.674
3116.5,58.221
3117,58.54
3117.5,59.542
3118,62.316
3118.5,65.09
3119,75.736
3119.5,79.218
3120,78.343
3120.5,71.305
3121,65.653
3121.5,60
3122,55.715
3122.5,56.756
3123,62.721
3123.5,70.079
3124,82.977
3124.5,89.638
3125,94.22
3125.5,95.316
3126,96.259
3126.5,95.407
3127,92.625
3127.5,91.542
3128,90.48
3128.5,89.061
3129,87.008
3129.5,84.397
3130,80.069
3130.5,75.324
3131,69.52
3131.5,65.467
3132,65.98
3132.5,68.4
3133,71.847
3133.5,73.577
3134,75.907
3134.5,78.347
3135,78.675
3135.5,75.182
3136,70.546
3136.5,66.918
3137,66.922
3137.5,70.726
3138,74.597
3138.5,78.235
3139,78.578
3139.5,78.623
3140,79.134
3140.5,79.903
3141,80.361
3141.5,80.358
3142,80.667
3142.5,82.818
3143,83.614
3143.5,82.591
3144,81.501
3144.5,81.459
3145,83.262
3145.5,88.147
3146,92.637
3146.5,91.617
3147,84.923
3147.5,78.749
3148,65.815
3148.5,61.376
3149,51.069
3149.5,51.805
3150,61.218
3150.5,83.955
3151,91.245
3151.5,91.286
3152,85.139
3152.5,71.233
3153,64.784
3153.5,65.871
3154,67.439
3154.5,69.009
3155,69.995
3155.5,69.654
3156,66.389
3156.5,64.004
3157,63.607
3157.5,65.545
3158,67.679
3158.5,67.159
3159,66.352
3159.5,69.032
3160,70.692
3160.5,72.036
3161,71.753
3161.5,69.546
3162,64.344
3162.5,59.133
3163,58.708
3163.5,58.823
3164,59.52
3164.5,60.761
3165,68.292
3165.5,72.589
3166,76.003
3166.5,75.965
3167,74.138
3167.5,71.949
3168,71.298
3168.5,70.646
3169,69.994
3169.5,65.96
3170,65.872
3170.5,67.093
3171,67.92
3171.5,67.692
3172,66.313
3172.5,64.115
3173,61.63
3173.5,63.297
3174,67.6
3174.5,69.605
3175,68.541
3175.5,66.334
3176,64.033
3176.5,63.052
3177,64.055
3177.5,65.123
3178,66.432
3178.5,66.76
3179,65.192
3179.5,64.777
3180,65.638
3180.5,66.793
3181,65.543
3181.5,60.539
3182,60.716
3182.5,62.781
3183,69.42
3183.5,76.892
3184,83.407
3184.5,85.588
3185,84.376
3185.5,79.702
3186,76.668
3186.5,76.74
3187,77.884
3187.5,78.577
3188,79.243
3188.5,81.082
3189,89.349
3189.5,89.487
3190,85.793
3190.5,80.311
3191,76.541
3191.5,74.425
3192,74.294
3192.5,74.297
3193,75.044
3193.5,77.779
3194,80.213
3194.5,79.296
3195,73.966
3195.5,72.289
3196,70.963
3196.5,71.376
3197,74.157
3197.5,75.333
3198,78.889
3198.5,81.615
3199,82.786
3199.5,83.957
3200,85.172
3200.5,88.242
3201,90.382
3201.5,90.208
3202,89.408
3202.5,89.376
3203,91.082
3203.5,91.358
3204,90.837
3204.5,89.877
3205,90.751
3205.5,94.558
3206,94.627
3206.5,93.716
3207,86.395
3207.5,86.391
3208,86.711
3208.5,87.266
3209,87.821
3209.5,88.377
3210,88.426
3210.5,87.077
3211,81.577
3211.5,81.188
3212,82.36
3212.5,85.72
3213,92.511
3213.5,98.372
3214,99.576
3214.5,95.614
3215,88.758
3215.5,86.616
3216,85.652
3216.5,84.766
3217,82.783
3217.5,80.906
3218,80.648
3218.5,81.224
3219,83.408
3219.5,85.882
3220,85.512
3220.5,84.151
3221,83.459
3221.5,82.766
3222,82.161
3222.5,81.794
3223,82.326
3223.5,85.321
3224,90.138
3224.5,89.719
3225,89.31
3225.5,90.867
3226,94.881
3226.5,95.065
3227,95.249
3227.5,94.474
3228,94.355
3228.5,95.022
3229,95.652
3229.5,95.687
3230,94.253
3230.5,89.795
3231,93.914
3231.5,94.098
3232,93.06
3232.5,87.934
3233,87.724
3233.5,88.84
3234,90.289
3234.5,94.305
3235,94.986
3235.5,94.475
3236,93.29
3236.5,92.541
3237,91.803
3237.5,89.843
3238,88.73
3238.5,89.105
3239,90.186
3239.5,87.662
3240,82.126
3240.5,78.449
3241,79.554
3241.5,82.281
3242,87.637
3242.5,88.891
3243,87.682
3243.5,83.717
3244,83.719
3244.5,87.342
3245,87.276
3245.5,85.414
3246,81.027
3246.5,77.992
3247,78.473
3247.5,83.934
3248,90.189
3248.5,93.707
3249,93.707
3249.5,93.16
3250,88.635
3250.5,79.564
3251,78.847
3251.5,78.84
3252,80.351
3252.5,85.391
3253,91.029
3253.5,94.881
3254,94.803
3254.5,86.657
3255,81.775
3255.5,82.213
3256,83.408
3256.5,84.394
3257,84.619
3257.5,84.844
3258,85.018
3258.5,85.349
3259,86.086
3259.5,87.552
3260,90.221
3260.5,90.577
3261,90.417
3261.5,90.341
3262,92.422
3262.5,92.611
3263,91.03
3263.5,90.773
3264,91.351
3264.5,93.505
3265,94.38
3265.5,91.602
3266,88.287
3266.5,85.245
3267,82.202
3267.5,81.712
3268,82.396
3268.5,86.297
3269,91.195
3269.5,92.665
3270,92.52
3270.5,92.196
3271,91.102
3271.5,89.858
3272,88.999
3272.5,88.361
3273,88.005
3273.5,87.941
3274,87.878
3274.5,87.815
3275,87.826
3275.5,88.434
3276,90.235
3276.5,91.79
3277,91.926
3277.5,92.062
3278,92.142
3278.5,91.897
3279,91.114
3279.5,89
3280,85.882
3280.5,85.882
3281,87.231
3281.5,90.357
3282,92.884
3282.5,98.852
3283,99.185
3283.5,96.499
3284,92.749
3284.5,88.789
3285,84.584
3285.5,82.65
3286,82.646
3286.5,86.062
3287,91.947
3287.5,94.184
3288,96.333
3288.5,96.964
3289,96.874
3289.5,95.824
3290,94.555
3290.5,93.762
3291,93.467
3291.5,93.705
3292,94.154
3292.5,95.158
3293,96.298
3293.5,97.328
3294,93.45
3294.5,88.879
3295,87.153
3295.5,86.747
3296,86.71
3296.5,86.875
3297,87.04
3297.5,87.205
3298,86.37
3298.5,84.606
3299,84.055
3299.5,84.765
3300,85.476
3300.5,89.314
3301,89.36
3301.5,89.035
3302,88.511
3302.5,88.312
3303,88.447
3303.5,88.992
3304,90.695
3304.5,92.443
3305,92.833
3305.5,91.784
3306,90.773
3306.5,92.324
3307,92.729
3307.5,92.626
3308,90.344
3308.5,88.23
3309,89.191
3309.5,90.902
3310,96.446
3310.5,96.357
3311,95.924
3311.5,96
3312,99.999
3312.5,100.163
3313,99.285
3313.5,97.71
3314,96.134
3314.5,94.025
3315,87.817
3315.5,75.246
3316,71.088
3316.5,57.489
3317,56.948
3317.5,57.468
3318,61.906
3318.5,68.696
3319,68.636
3319.5,65.544
3320,68.849
3320.5,74.073
3321,76.929
3321.5,77.275
3322,76.381
3322.5,68.144
3323,64.317
3323.5,62.351
3324,60.385
3324.5,59.259
3325,59.382
3325.5,61.505
3326,63.092
3326.5,62.199
3327,61.043
3327.5,60.323
3328,60.102
3328.5,60.017
3329,60.015
3329.5,60.355
3330,61.082
3330.5,64.92
3331,65.125
3331.5,59.927
3332,55.269
3332.5,54.723
3333,55.589
3333.5,63.429
3334,68.661
3334.5,72.843
3335,74.63
3335.5,76.417
3336,76.304
3336.5,76.166
3337,76.381
3337.5,79.392
3338,81.328
3338.5,81.179
3339,79.988
3339.5,77.306
3340,77.139
3340.5,84.986
3341,86.407
3341.5,86.106
3342,83.969
3342.5,81.622
3343,80.17
3343.5,80.107
3344,81.383
3344.5,82.397
3345,84.047
3345.5,86.399
3346,88.75
3346.5,90.324
3347,89.775
3347.5,88.529
3348,88.527
3348.5,89.52
3349,89.811
3349.5,89.602
3350,85.809
3350.5,80.337
3351,80.528
3351.5,81.601
3352,82.87
3352.5,84.14
3353,85.409
3353.5,86.488
3354,86.736
3354.5,85.387
3355,83.994
3355.5,82.695
3356,81.862
3356.5,80.932
3357,77.603
3357.5,74.802
3358,74.369
3358.5,74.296
3359,74.51
3359.5,76.191
3360,78.372
3360.5,83.586
3361,84.68
3361.5,84.268
3362,83.378
3362.5,82.488
3363,81.97
3363.5,81.597
3364,81.998
3364.5,83.459
3365,84.958
3365.5,84.968
3366,82.897
3366.5,78.934
3367,74.772
3367.5,71.454
3368,72.619
3368.5,73.784
3369,74.948
3369.5,76.35
3370,77.911
3370.5,79.471
3371,80.8
3371.5,81.627
3372,82.829
3372.5,92.571
3373,98.018
3373.5,100.886
3374,101.063
3374.5,101.22
3375,101.377
3375.5,102.987
3376,104.68
3376.5,104.158
3377,101.928
3377.5,100.507
3378,100.502
3378.5,102.501
3379,104.432
3379.5,104.849
3380,100.643
3380.5,93.797
3381,94.672
3381.5,97.082
3382,98.959
3382.5,98.425
3383,96.61
3383.5,94.569
3384,92.648
3384.5,90.982
3385,89.79
3385.5,88.633
3386,85.684
3386.5,79.873
3387,78.366
3387.5,77.561
3388,76.757
3388.5,76.766
3389,79.215
3389.5,86.357
3390,86.177
3390.5,71.044
3391,63.323
3391.5,64.101
3392,72.497
3392.5,80.09
3393,89.313
3393.5,100.592
3394,104.442
3394.5,103.964
3395,94.944
3395.5,85.091
3396,75.207
3396.5,72.381
3397,72.111
3397.5,71.841
3398,71.427
3398.5,70.126
3399,67.286
3399.5,65.949
3400,65.483
3400.5,68.972
3401,72.977
3401.5,76.13
3402,79.611
3402.5,82.194
3403,82.273
3403.5,77.129
3404,74.099
3404.5,72.493
3405,72.53
3405.5,73.371
3406,74.845
3406.5,79.223
3407,86.218
3407.5,86.237
3408,84.989
3408.5,83.918
3409,83.483
3409.5,83.553
3410,84.365
3410.5,85.464
3411,86.563
3411.5,88.135
3412,90.106
3412.5,91.251
3413,91.767
3413.5,91.538
3414,90.82
3414.5,90.809
3415,91.929
3415.5,93.094
3416,94.797
3416.5,97.499
3417,97.892
3417.5,96.828
3418,92.317
3418.5,84.852
3419,77.388
3419.5,69.923
3420,61.132
3420.5,49.287
3421,39.304
3421.5,37.392
3422,37.407
3422.5,40.844
3423,50.78
3423.5,67.644
3424,72.739
3424.5,80.805
3425,82.898
3425.5,82.617
3426,77.521
3426.5,62.764
3427,62.577
3427.5,65.326
3428,71.012
3428.5,77.587
3429,84.385
3429.5,88.931
3430,88.52
3430.5,81.57
3431,73.929
3431.5,62.814
3432,63.548
3432.5,64.983
3433,66.418
3433.5,67.654
3434,67.219
3434.5,66.022
3435,64.826
3435.5,63.718
3436,62.662
3436.5,62.438
3437,64.4
3437.5,68.486
3438,72.54
3438.5,73.074
3439,73.535
3439.5,73.669
3440,74.187
3440.5,75.465
3441,78.087
3441.5,80.541
3442,84.328
3442.5,87.989
3443,91.29
3443.5,94.136
3444,94.77
3444.5,93.17
3445,89.28
3445.5,85.396
3446,65.584
3446.5,58.254
3447,45.473
3447.5,46.199
3448,51.322
3448.5,58.735
3449,61.406
3449.5,59.905
3450,55.322
3450.5,54.965
3451,57.944
3451.5,60.949
3452,64.336
3452.5,67.345
3453,67.808
3453.5,66.906
3454,63.517
3454.5,60.084
3455,54.368
3455.5,50.299
3456,50.786
3456.5,55.239
3457,65.369
3457.5,69.912
3458,69.943
3458.5,66.173
3459,65.932
3459.5,69.314
3460,74.758
3460.5,78.616
3461,83.553
3461.5,86.617
3462,85.335
3462.5,84.566
3463,84.64
3463.5,87.463
3464,89.615
3464.5,91.767
3465,96.012
3465.5,103.497
3466,103.772
3466.5,103.342
3467,101.625
3467.5,101.368
3468,101.48
3468.5,103.166
3469,103.788
3469.5,103.665
3470,99.981
3470.5,96.143
3471,92.14
3471.5,92.142
3472,95.166
3472.5,97.319
3473,96.792
3473.5,94.37
3474,92.168
3474.5,90.797
3475,89.427
3475.5,88.167
3476,87.228
3476.5,84.575
3477,77.701
3477.5,77.126
3478,78.731
3478.5,81.973
3479,83.196
3479.5,84.503
3480,87.49
3480.5,93.747
3481,94.113
3481.5,94.133
3482,90.297
3482.5,87.774
3483,85.186
3483.5,82.045
3484,79.763
3484.5,79.472
3485,82.206
3485.5,86.981
3486,92.301
3486.5,94.697
3487,94.39
3487.5,92.465
3488,92.488
3488.5,93.821
3489,94.329
3489.5,93.777
3490,89.128
3490.5,82.192
3491,81.655
3491.5,81.678
3492,81.776
3492.5,82.104
3493,82.431
3493.5,83.571
3494,85.673
3494.5,88.73
3495,90.598
3495.5,92.357
3496,94.789
3496.5,97.704
3497,98.84
3497.5,98.904
3498,98.714
3498.5,98.317
3499,97.966
3499.5,97.616
3500,97.265
3500.5,96.915
3501,96.564
3501.5,96.219
3502,96.049
3502.5,93.73
3503,87.656
3503.5,78.976
3504,77.703
3504.5,81.138
3505,84.595
3505.5,90.234
3506,89.901
3506.5,89.453
3507,91.659
3507.5,95.668
3508,95.488
3508.5,88.147
3509,81.36
3509.5,80.336
3510,82.386
3510.5,84.87
3511,84.484
3511.5,81.322
3512,80.499
3512.5,80.227
3513,80.696
3513.5,81.525
3514,85.375
3514.5,88.453
3515,87.66
3515.5,85.564
3516,84.48
3516.5,84.294
3517,84.439
3517.5,91.012
3518,94.198
3518.5,97.666
3519,98.337
3519.5,98.553
3520,98.55
3520.5,98.147
3521,95.927
3521.5,95.418
3522,95.416
3522.5,98.981
3523,99.908
3523.5,97.616
3524,92.328
3524.5,86.185
3525,84.073
3525.5,86.352
3526,89.679
3526.5,95.72
3527,99.771
3527.5,103.024
3528,104.58
3528.5,104.247
3529,99.423
3529.5,93.473
3530,93.782
3530.5,95.922
3531,97.849
3531.5,98.012
3532,98.162
3532.5,97.717
3533,96.949
3533.5,95.816
3534,93.76
3534.5,93.476
3535,93.144
3535.5,92.544
3536,89.887
3536.5,88.684
3537,88.996
3537.5,94.477
3538,104.057
3538.5,103.956
3539,98.822
3539.5,94.964
3540,94.742
3540.5,100.657
3541,101.583
3541.5,98.171
3542,94.122
3542.5,91.815
3543,90.969
3543.5,91.83
3544,94.26
3544.5,96.723
3545,103.876
3545.5,103.784
3546,97.62
3546.5,90.536
3547,81.3
3547.5,74.261
3548,69.425
3548.5,68.638
3549,68.741
3549.5,71.117
3550,76.947
3550.5,81.488
3551,82.634
3551.5,83.657
3552,86.17
3552.5,92.925
3553,93.597
3553.5,91.852
3554,91.357
3554.5,91.357
3555,91.03
3555.5,90.497
3556,84.232
3556.5,76.94
3557,62.09
3557.5,56.541
3558,56.13
3558.5,60.117
3559,64.821
3559.5,81.216
3560,90.762
3560.5,98.041
3561,99.627
3561.5,101.39
3562,103.153
3562.5,104.367
3563,104.635
3563.5,104.336
3564,101.406
3564.5,97.119
3565,95.366
3565.5,97.669
3566,101.188
3566.5,99.323
3567,96.169
3567.5,94.569
3568,96.135
3568.5,97.899
3569,99.662
3569.5,102.919
3570,105.63
3570.5,105.452
3571,99.895
3571.5,94.442
3572,92.174
3572.5,91.749
3573,92.087
3573.5,93.678
3574,96.795
3574.5,99.966
3575,101.806
3575.5,96.621
3576,90.349
3576.5,86.005
3577,85.753
3577.5,87.948
3578,90.143
3578.5,92.401
3579,93.54
3579.5,92.817
3580,91.734
3580.5,90.651
3581,89.568
3581.5,88.64
3582,87.716
3582.5,86.775
3583,85.4
3583.5,84.341
3584,84.168
3584.5,86.662
3585,91.575
3585.5,95.84
3586,99.37
3586.5,102.526
3587,103.976
3587.5,103.927
3588,95.884
3588.5,88.823
3589,88.095
3589.5,90.433
3590,91.778
3590.5,91.623
3591,90.962
3591.5,90.611
3592,90.612
3592.5,92.003
3593,94.879
3593.5,97.135
3594,97.109
3594.5,96.585
3595,96.677
3595.5,98.503
3596,98.57
3596.5,97.043
3597,94.319
3597.5,91.595
3598,89.273
3598.5,87.212
3599,85.903
3599.5,85.799
3600,86.185
3600.5,89.364
3601,91.699
3601.5,93.789
3602,95.755
3602.5,96.064
3603,96.104
3603.5,95.923
3604,95.644
3604.5,94.742
3605,93.407
3605.5,91.555
3606,89.703
3606.5,88.719
3607,89.916
3607.5,97.58
3608,102.948
3608.5,102.333
3609,100.315
3609.5,97.516
3610,94.462
3610.5,91.294
3611,88.236
3611.5,87.175
3612,87.12
3612.5,93.021
3613,97.784
3613.5,101.19
3614,100.335
3614.5,98.475
3615,96.712
3615.5,96.23
3616,96.193
3616.5,96.257
3617,96.832
3617.5,97.887
3618,98.05
3618.5,97.516
3619,97.477
3619.5,99.452
3620,104.902
3620.5,103.463
3621,100.764
3621.5,99.071
